Estación,Código,X=N,Y=E,Municipio,Cuenca,Corriente,Año,Enero,Febrero,Marzo ,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
Rebose Gatillo,2120964,1022600,969640,Facatativá,R. Balsillas,R. Bojacá,2001,50,70,54,40,35,30,43,35,22,12,30,30
Rebose Gatillo,2120964,1022600,969640,Facatativá,R. Balsillas,R. Bojacá,2002,30,25,30,40,45,30,24,20,5,5,5,5
Rebose Gatillo,2120964,1022600,969640,Facatativá,R. Balsillas,R. Bojacá,2003,5,2,20,30,20,15,2,5,70,80,70,56
Rebose Gatillo,2120964,1022600,969640,Facatativá,R. Balsillas,R. Bojacá,2004,15,45,60,60,58,36,10,5,5,64,50,40
Rebose Gatillo,2120964,1022600,969640,Facatativá,R. Balsillas,R. Bojacá,2005,34,78,40,50,100,30,10,10,10,90,80,45
Rebose Gatillo,2120964,1022600,969640,Facatativá,R. Balsillas,R. Bojacá,2006,0,0,0,0,0,0,48,20,25,60,98,60
Rebose Gatillo,2120964,1022600,969640,Facatativá,R. Balsillas,R. Bojacá,2007,36,28,20,30,48,20,20,20,20,138,130,130
Rebose Gatillo,2120964,1022600,969640,Facatativá,R. Balsillas,R. Bojacá,2008,79,56,82,130,108,90,65,76,63,70,180,134
Rebose Gatillo,2120964,1022600,969640,Facatativá,R. Balsillas,R. Bojacá,2009,85,55,146,176,180,120,65,42,20,70,140,45
Rebose Gatillo,2120964,1022600,969640,Facatativá,R. Balsillas,R. Bojacá,2010,30,18,20,25,30,52,63,42,40,165,195,157
Rebose Gatillo,2120964,1022600,969640,Facatativá,R. Balsillas,R. Bojacá,2011,63,92,147,140,150,76,50,42,45,80,110,115
Rebose Gatillo,2120964,1022600,969640,Facatativá,R. Balsillas,R. Bojacá,2012,52,54,45,99,62,35,33,30,26,58,54,55
Rebose Gatillo,2120964,1022600,969640,Facatativá,R. Balsillas,R. Bojacá,2013,128,95,66,50,81,48,44,18,0,0,0,0
Puerto Leticia,2306736,1073349,963016,El Peñon,Ríonegro,R. Murca,2007,0,75,198,186,180,150,140,170,140,180,140,130
Puerto Leticia,2306736,1073349,963016,El Peñon,Ríonegro,R. Murca,2008,100,120,170,210,196,190,118,130,210,280,140,160
Puerto Leticia,2306736,1073349,963016,El Peñon,Ríonegro,R. Murca,2009,120,140,200,150,180,150,120,136,140,150,140,100
Puerto Leticia,2306736,1073349,963016,El Peñon,Ríonegro,R. Murca,2010,66,66,170,189,210,136,230,120,208,126,150,140
Puerto Leticia,2306736,1073349,963016,El Peñon,Ríonegro,R. Murca,2011,78,88,130,200,160,220,96,170,70,126,150,150
Puerto Leticia,2306736,1073349,963016,El Peñon,Ríonegro,R. Murca,2012,150,90,160,110,154,70,56,46,54,54,108,64
Puerto Leticia,2306736,1073349,963016,El Peñon,Ríonegro,R. Murca,2013,74,106,190,180,174,110,64,128,0,0,0,0
Puerto Brasil,2120893,978475,954540,Viotá,R. Calandaima,Q. La Mona,1991,62,60,96,100,66,54,54,50,80,72,90,90
Puerto Brasil,2120893,978475,954540,Viotá,R. Calandaima,Q. La Mona,1992,70,75,20,30,20,12,12,10,0,0,64,50
Puerto Brasil,2120893,978475,954540,Viotá,R. Calandaima,Q. La Mona,1993,50,60,30,60,38,2,0,0,0,50,40,32
Puerto Brasil,2120893,978475,954540,Viotá,R. Calandaima,Q. La Mona,1994,26,28,42,46,26,11,6,0,24,46,38,15
Puerto Brasil,2120893,978475,954540,Viotá,R. Calandaima,Q. La Mona,1995,8,13,42,38,60,46,10,36,140,190,156,132
Puerto Brasil,2120893,978475,954540,Viotá,R. Calandaima,Q. La Mona,1996,136,136,136,150,146,146,130,130,130,154,120,138
Puerto Brasil,2120893,978475,954540,Viotá,R. Calandaima,Q. La Mona,1997,130,122,120,130,116,110,106,90,124,130,102,82
Puerto Brasil,2120893,978475,954540,Viotá,R. Calandaima,Q. La Mona,1998,42,80,98,90,72,60,74,46,80,90,90,90
Puerto Brasil,2120893,978475,954540,Viotá,R. Calandaima,Q. La Mona,1999,100,100,90,122,110,108,98,90,120,132,138,112
Puerto Brasil,2120893,978475,954540,Viotá,R. Calandaima,Q. La Mona,2000,134,134,150,0,86,82,80,68,80,80,120,74
Puerto Brasil,2120893,978475,954540,Viotá,R. Calandaima,Q. La Mona,2001,70,100,110,100,98,66,56,0,0,64,76,66
Puerto Brasil,2120893,978475,954540,Viotá,R. Calandaima,Q. La Mona,2002,54,70,186,100,100,100,0,0,0,0,50,0
Puerto Brasil,2120893,978475,954540,Viotá,R. Calandaima,Q. La Mona,2003,0,0,0,0,0,0,0,0,78,140,141,150
Puerto Brasil,2120893,978475,954540,Viotá,R. Calandaima,Q. La Mona,2004,92,100,88,120,120,94,80,73,82,110,100,140
Puerto Brasil,2120893,978475,954540,Viotá,R. Calandaima,Q. La Mona,2005,100,100,130,84,110,84,100,72,65,100,130,110
Puerto Brasil,2120893,978475,954540,Viotá,R. Calandaima,Q. La Mona,2006,140,100,110,120,180,115,80,75,69,115,122,108
Puerto Brasil,2120893,978475,954540,Viotá,R. Calandaima,Q. La Mona,2007,110,85,0,130,120,92,72,90,72,180,100,110
Puerto Brasil,2120893,978475,954540,Viotá,R. Calandaima,Q. La Mona,2008,110,130,110,103,110,100,88,100,100,100,0,100
Puerto Brasil,2120893,978475,954540,Viotá,R. Calandaima,Q. La Mona,2009,100,108,122,130,106,220,92,91,120,120,118,115
Puerto Brasil,2120893,978475,954540,Viotá,R. Calandaima,Q. La Mona,2010,93,0,0,118,135,120,116,102,116,126,200,120
Puerto Brasil,2120893,978475,954540,Viotá,R. Calandaima,Q. La Mona,2011,120,107,130,126,112,100,92,100,106,116,136,120
Puerto Brasil,2120893,978475,954540,Viotá,R. Calandaima,Q. La Mona,2012,105,106,140,150,110,85,86,85,78,120,118,116
Puerto Brasil,2120893,978475,954540,Viotá,R. Calandaima,Q. La Mona,2013,108,155,125,118,120,110,84,135,112,0,0,0
Puente Cucharo,2119751,968510,940802,Nilo,R. Sumapaz,R. Paguey,2007,0,69,108,150,240,104,50,43,41,156,110,143
Puente Cucharo,2119751,968510,940802,Nilo,R. Sumapaz,R. Paguey,2008,250,144,135,100,130,130,130,130,200,130,140,110
Puente Cucharo,2119751,968510,940802,Nilo,R. Sumapaz,R. Paguey,2009,105,100,180,110,180,200,70,98,80,110,200,150
Puente Cucharo,2119751,968510,940802,Nilo,R. Sumapaz,R. Paguey,2010,120,80,40,400,200,160,150,100,70,100,175,150
Puente Cucharo,2119751,968510,940802,Nilo,R. Sumapaz,R. Paguey,2011,80,300,900,300,300,130,90,70,90,150,190,370
Puente Cucharo,2119751,968510,940802,Nilo,R. Sumapaz,R. Paguey,2012,250,100,120,200,350,80,70,50,60,200,110,60
Puente Cucharo,2119751,968510,940802,Nilo,R. Sumapaz,R. Paguey,2013,100,250,70,300,200,100,60,150,40,0,0,0
Puente Caney,2312709,1086454,992650,Paime,R. Negro,R. Negro,2007,0,70,110,150,100,90,70,65,50,0,150,160
Puente Caney,2312709,1086454,992650,Paime,R. Negro,R. Negro,2008,140,100,105,190,150,136,110,91,0,0,0,0
Puente Caney,2312709,1086454,992650,Paime,R. Negro,R. Negro,2009,95,100,150,150,100,100,100,87,93,100,100,78
Puente Caney,2312709,1086454,992650,Paime,R. Negro,R. Negro,2010,54,70,50,158,110,100,100,87,100,100,105,100
Puente Caney,2312709,1086454,992650,Paime,R. Negro,R. Negro,2011,86,100,110,150,109,81,0,0,0,0,180,180
Puente Caney,2312709,1086454,992650,Paime,R. Negro,R. Negro,2012,100,0,0,58,0,0,0,0,0,60,60,0
Puente Caney,2312709,1086454,992650,Paime,R. Negro,R. Negro,2013,0,119,85,120,200,83,79,0,0,0,0,0
Pueblo de Piedra,2120889,987860,953570,Viotá,R. Calandaima,R. Calandaima,1992,90,110,80,110,140,132,130,128,140,138,200,200
Pueblo de Piedra,2120889,987860,953570,Viotá,R. Calandaima,R. Calandaima,1993,250,200,180,180,180,140,129,128,160,180,200,160
Pueblo de Piedra,2120889,987860,953570,Viotá,R. Calandaima,R. Calandaima,1994,160,170,180,200,180,133,127,138,150,200,200,140
Pueblo de Piedra,2120889,987860,953570,Viotá,R. Calandaima,R. Calandaima,1995,125,150,200,150,220,145,160,220,160,210,200,120
Pueblo de Piedra,2120889,987860,953570,Viotá,R. Calandaima,R. Calandaima,1996,200,150,300,140,160,122,140,140,130,150,160,150
Pueblo de Piedra,2120889,987860,953570,Viotá,R. Calandaima,R. Calandaima,1997,240,135,150,260,125,220,108,102,130,140,150,155
Pueblo de Piedra,2120889,987860,953570,Viotá,R. Calandaima,R. Calandaima,1998,160,137,180,200,200,160,150,150,160,180,250,200
Pueblo de Piedra,2120889,987860,953570,Viotá,R. Calandaima,R. Calandaima,1999,100,200,80,200,55,50,40,50,80,79,80,70
Pueblo de Piedra,2120889,987860,953570,Viotá,R. Calandaima,R. Calandaima,2000,80,75,100,60,150,87,60,50,59,65,80,60
Pueblo de Piedra,2120889,987860,953570,Viotá,R. Calandaima,R. Calandaima,2001,49,80,95,48,90,52,47,45,60,72,70,170
Pueblo de Piedra,2120889,987860,953570,Viotá,R. Calandaima,R. Calandaima,2002,57,42,75,130,130,60,40,39,50,80,70,100
Pueblo de Piedra,2120889,987860,953570,Viotá,R. Calandaima,R. Calandaima,2003,40,80,75,80,20,31,90,95,98,130,100,100
Pueblo de Piedra,2120889,987860,953570,Viotá,R. Calandaima,R. Calandaima,2012,100,90,100,190,90,90,80,86,69,100,100,96
Pueblo de Piedra,2120889,987860,953570,Viotá,R. Calandaima,R. Calandaima,2013,98,180,90,100,110,90,58,60,0,0,0,0
Pte Vargas,2120734,1035920,1007895,Cajicá,R. Bogotá,R. Bogotá,1991,336,331,369,318,305,304,374,482,358,337,450,420
Pte Vargas,2120734,1035920,1007895,Cajicá,R. Bogotá,R. Bogotá,1992,353,383,457,444,315,245,424,0,247,245,372,364
Pte Vargas,2120734,1035920,1007895,Cajicá,R. Bogotá,R. Bogotá,1993,247,247,232,243,0,0,0,367,0,0,0,240
Pte Vargas,2120734,1035920,1007895,Cajicá,R. Bogotá,R. Bogotá,1994,250,235,255,333,415,384,484,364,339,442,397,289
Pte Vargas,2120734,1035920,1007895,Cajicá,R. Bogotá,R. Bogotá,1995,236,237,320,379,350,337,312,368,240,248,222,254
Pte Vargas,2120734,1035920,1007895,Cajicá,R. Bogotá,R. Bogotá,1996,211,209,282,233,362,250,415,267,0,0,0,0
Pte Vargas,2120734,1035920,1007895,Cajicá,R. Bogotá,R. Bogotá,1997,364,237,205,225,243,208,381,325,283,241,313,231
Pte Vargas,2120734,1035920,1007895,Cajicá,R. Bogotá,R. Bogotá,1998,166,228,285,308,472,460,478,336,338,336,306,370
Pte Vargas,2120734,1035920,1007895,Cajicá,R. Bogotá,R. Bogotá,1999,367,295,378,356,278,305,300,328,426,518,509,435
Pte Vargas,2120734,1035920,1007895,Cajicá,R. Bogotá,R. Bogotá,2000,290,423,423,343,368,388,418,383,460,450,498,286
Pte Vargas,2120734,1035920,1007895,Cajicá,R. Bogotá,R. Bogotá,2001,292,271,283,366,244,309,345,409,434,286,329,294
Pte Vargas,2120734,1035920,1007895,Cajicá,R. Bogotá,R. Bogotá,2002,316,338,328,390,502,537,488,431,0,398,414,323
Pte Vargas,2120734,1035920,1007895,Cajicá,R. Bogotá,R. Bogotá,2003,289,304,324,388,370,308,432,400,324,408,406,428
Pte Vargas,2120734,1035920,1007895,Cajicá,R. Bogotá,R. Bogotá,2004,339,380,380,372,479,490,400,455,445,530,498,382
Pte Vargas,2120734,1035920,1007895,Cajicá,R. Bogotá,R. Bogotá,2005,331,392,404,451,494,428,458,440,459,525,557,455
Pte Vargas,2120734,1035920,1007895,Cajicá,R. Bogotá,R. Bogotá,2006,429,400,478,522,595,670,549,473,492,488,563,570
Pte Vargas,2120734,1035920,1007895,Cajicá,R. Bogotá,R. Bogotá,2007,410,439,468,480,450,490,475,445,399,497,454,399
Pte Vargas,2120734,1035920,1007895,Cajicá,R. Bogotá,R. Bogotá,2008,360,364,409,423,479,389,589,469,467,463,514,474
Pte Vargas,2120734,1035920,1007895,Cajicá,R. Bogotá,R. Bogotá,2009,364,395,393,457,463,327,377,336,318,407,354,323
Pte Vargas,2120734,1035920,1007895,Cajicá,R. Bogotá,R. Bogotá,2010,322,300,254,445,496,488,588,408,345,410,595,570
Pte Vargas,2120734,1035920,1007895,Cajicá,R. Bogotá,R. Bogotá,2011,329,418,502,700,700,600,476,470,435,578,634,628
Pte Vargas,2120734,1035920,1007895,Cajicá,R. Bogotá,R. Bogotá,2012,380,376,394,668,486,420,468,530,396,518,394,374
Pte Vargas,2120734,1035920,1007895,Cajicá,R. Bogotá,R. Bogotá,2013,336,346,374,384,0,0,370,371,0,0,0,0
Pte San Vicente,2119735,965420,965974,Fusagasugá,R. Batán,R. Batán,1997,0,0,0,0,0,0,0,50,78,87,76,57
Pte San Vicente,2119735,965420,965974,Fusagasugá,R. Batán,R. Batán,1998,48,62,82,62,104,49,62,39,53,93,98,80
Pte San Vicente,2119735,965420,965974,Fusagasugá,R. Batán,R. Batán,1999,101,90,103,99,90,31,29,47,40,105,10,26
Pte San Vicente,2119735,965420,965974,Fusagasugá,R. Batán,R. Batán,2000,102,130,105,21,16,12,20,13,84,16,17,18
Pte San Vicente,2119735,965420,965974,Fusagasugá,R. Batán,R. Batán,2001,10,16,103,74,67,37,33,28,51,65,43,100
Pte San Vicente,2119735,965420,965974,Fusagasugá,R. Batán,R. Batán,2002,46,47,59,100,100,79,368,40,59,34,44,62
Pte San Vicente,2119735,965420,965974,Fusagasugá,R. Batán,R. Batán,2003,30,69,100,81,40,44,63,37,31,96,68,60
Pte San Vicente,2119735,965420,965974,Fusagasugá,R. Batán,R. Batán,2004,88,60,70,78,90,42,41,27,60,93,84,51
Pte San Vicente,2119735,965420,965974,Fusagasugá,R. Batán,R. Batán,2005,65,35,29,42,39,38,43,38,57,100,58,35
Pte San Vicente,2119735,965420,965974,Fusagasugá,R. Batán,R. Batán,2006,39,28,84,44,123,60,54,43,61,106,102,38
Pte San Vicente,2119735,965420,965974,Fusagasugá,R. Batán,R. Batán,2007,51,40,105,75,68,68,38,49,38,87,65,81
Pte San Vicente,2119735,965420,965974,Fusagasugá,R. Batán,R. Batán,2008,36,43,97,110,105,98,111,105,100,104,200,128
Pte San Vicente,2119735,965420,965974,Fusagasugá,R. Batán,R. Batán,2009,123,160,160,160,139,140,116,110,120,140,140,120
Pte San Vicente,2119735,965420,965974,Fusagasugá,R. Batán,R. Batán,2010,122,110,130,160,160,142,140,130,130,140,186,158
Pte San Vicente,2119735,965420,965974,Fusagasugá,R. Batán,R. Batán,2011,126,142,162,192,142,126,120,122,124,140,148,143
Pte San Vicente,2119735,965420,965974,Fusagasugá,R. Batán,R. Batán,2012,111,107,140,138,129,110,124,123,112,150,130,138
Pte San Vicente,2119735,965420,965974,Fusagasugá,R. Batán,R. Batán,2013,112,139,120,127,130,128,107,106,112,0,0,0
Pte San Miguel,2401711,1102500,1032000,San Miguel de Sema,R. Suárez,R. Suárez,1991,271,255,266,274,271,268,265,265,263,263,279,270
Pte San Miguel,2401711,1102500,1032000,San Miguel de Sema,R. Suárez,R. Suárez,1992,264,250,239,231,228,226,198,190,180,176,180,209
Pte San Miguel,2401711,1102500,1032000,San Miguel de Sema,R. Suárez,R. Suárez,1993,219,203,188,214,310,308,286,278,251,245,269,270
Pte San Miguel,2401711,1102500,1032000,San Miguel de Sema,R. Suárez,R. Suárez,1994,269,260,270,282,274,256,260,252,252,250,274,270
Pte San Miguel,2401711,1102500,1032000,San Miguel de Sema,R. Suárez,R. Suárez,1995,272,252,274,270,273,266,264,270,270,275,270,278
Pte San Miguel,2401711,1102500,1032000,San Miguel de Sema,R. Suárez,R. Suárez,1997,276,280,263,270,269,270,267,266,248,236,244,232
Pte San Miguel,2401711,1102500,1032000,San Miguel de Sema,R. Suárez,R. Suárez,1998,198,184,182,190,280,283,281,284,281,274,299,292
Pte San Miguel,2401711,1102500,1032000,San Miguel de Sema,R. Suárez,R. Suárez,1999,284,288,291,298,271,282,285,274,284,326,330,270
Pte San Miguel,2401711,1102500,1032000,San Miguel de Sema,R. Suárez,R. Suárez,2002,0,0,0,0,283,316,291,278,277,262,270,263
Pte San Miguel,2401711,1102500,1032000,San Miguel de Sema,R. Suárez,R. Suárez,2003,258,234,219,257,255,248,248,232,214,230,275,290
Pte San Miguel,2401711,1102500,1032000,San Miguel de Sema,R. Suárez,R. Suárez,2004,286,269,244,254,293,291,290,272,253,263,300,0
Pte San Miguel,2401711,1102500,1032000,San Miguel de Sema,R. Suárez,R. Suárez,2005,268,251,251,248,255,260,251,254,248,275,306,0
Pte San Miguel,2401711,1102500,1032000,San Miguel de Sema,R. Suárez,R. Suárez,2006,281,281,281,362,476,444,398,358,344,3334,476,786
Pte San Miguel,2401711,1102500,1032000,San Miguel de Sema,R. Suárez,R. Suárez,2007,270,261,250,2456,256,261,270,264,252,270,268,272
Pte San Miguel,2401711,1102500,1032000,San Miguel de Sema,R. Suárez,R. Suárez,2008,265,260,258,252,298,300,260,261,262,254,307,321
La Pola,2120895,981630,955636,Viotá,R. Calandaima,R. Lindo,2002,92,86,168,164,126,146,0,0,0,0,0,0
Pte San Miguel,2401711,1102500,1032000,San Miguel de Sema,R. Suárez,R. Suárez,2009,276,268,256,271,257,261,269,255,254,258,270,267
Pte San Miguel,2401711,1102500,1032000,San Miguel de Sema,R. Suárez,R. Suárez,2010,255,227,221,240,289,300,335,288,231,238,292,324
Pte San Miguel,2401711,1102500,1032000,San Miguel de Sema,R. Suárez,R. Suárez,2011,240,235,332,401,405,388,314,264,229,285,405,429
Pte San Miguel,2401711,1102500,1032000,San Miguel de Sema,R. Suárez,R. Suárez,2012,368,271,261,405,395,303,289,299,289,287,297,299
Pte San Miguel,2401711,1102500,1032000,San Miguel de Sema,R. Suárez,R. Suárez,2013,298,286,281,252,297,287,288,0,0,0,0,0
Pte Saenz,2120900,981670,950525,Viotá,Q. San Juan,Q. San Juan,1991,180,180,300,0,0,91,77,110,63,230,280,100
Pte Saenz,2120900,981670,950525,Viotá,Q. San Juan,Q. San Juan,1992,180,200,0,0,95,180,60,53,0,0,0,190
Pte Saenz,2120900,981670,950525,Viotá,Q. San Juan,Q. San Juan,1993,83,180,190,180,180,120,80,0,90,190,190,180
Pte Saenz,2120900,981670,950525,Viotá,Q. San Juan,Q. San Juan,1994,190,190,190,190,190,90,90,80,80,190,190,190
Pte Saenz,2120900,981670,950525,Viotá,Q. San Juan,Q. San Juan,1995,89,89,192,190,198,199,99,190,199,193,193,193
Pte Saenz,2120900,981670,950525,Viotá,Q. San Juan,Q. San Juan,1996,194,198,193,193,193,199,193,99,99,199,199,109
Pte Saenz,2120900,981670,950525,Viotá,Q. San Juan,Q. San Juan,1997,0,0,0,0,120,128,96,86,69,199,99,99
Pte Saenz,2120900,981670,950525,Viotá,Q. San Juan,Q. San Juan,1998,99,94,104,104,104,104,94,74,74,104,101,110
Pte Saenz,2120900,981670,950525,Viotá,Q. San Juan,Q. San Juan,1999,100,200,100,100,100,100,100,74,100,100,100,0
Pte Saenz,2120900,981670,950525,Viotá,Q. San Juan,Q. San Juan,2000,0,0,0,0,100,100,94,94,94,94,100,100
Pte Saenz,2120900,981670,950525,Viotá,Q. San Juan,Q. San Juan,2001,100,94,0,110,108,120,0,0,0,0,0,0
Pte Saenz,2120900,981670,950525,Viotá,Q. San Juan,Q. San Juan,2002,100,110,0,0,0,0,89,0,0,0,0,0
Pte Saenz,2120900,981670,950525,Viotá,Q. San Juan,Q. San Juan,2003,0,0,0,0,0,0,0,0,64,100,100,0
Pte Saenz,2120900,981670,950525,Viotá,Q. San Juan,Q. San Juan,2004,0,98,58,88,96,66,64,0,68,94,92,120
Pte Saenz,2120900,981670,950525,Viotá,Q. San Juan,Q. San Juan,2005,70,76,78,82,86,130,0,0,0,82,84,0
Pte Saenz,2120900,981670,950525,Viotá,Q. San Juan,Q. San Juan,2006,0,0,200,162,123,89,44,33,27,105,100,100
Pte Saenz,2120900,981670,950525,Viotá,Q. San Juan,Q. San Juan,2007,55,43,30,100,100,88,32,42,27,100,100,100
Pte Saenz,2120900,981670,950525,Viotá,Q. San Juan,Q. San Juan,2008,100,100,90,82,80,81,56,90,60,0,100,81
Pte Saenz,2120900,981670,950525,Viotá,Q. San Juan,Q. San Juan,2009,82,65,90,70,72,80,0,21,62,64,72,60
Pte Saenz,2120900,981670,950525,Viotá,Q. San Juan,Q. San Juan,2010,38,22,21,77,78,72,60,37,40,45,88,78
Pte Saenz,2120900,981670,950525,Viotá,Q. San Juan,Q. San Juan,2011,58,49,95,88,78,48,33,34,29,49,100,87
Pte Saenz,2120900,981670,950525,Viotá,Q. San Juan,Q. San Juan,2012,25,28,48,71,35,53,0,0,0,100,73,53
Pte Saenz,2120900,981670,950525,Viotá,Q. San Juan,Q. San Juan,2013,56,86,50,58,52,58,37,32,0,0,0,0
Pte Rojo,2119734,968208,974417,Pasca,R. Cuja,R. Cuja,1999,206,184,185,168,270,156,131,173,171,197,115,90
Pte Rojo,2119734,968208,974417,Pasca,R. Cuja,R. Cuja,2000,145,200,190,88,145,177,134,125,119,127,135,136
Pte Rojo,2119734,968208,974417,Pasca,R. Cuja,R. Cuja,2001,60,102,128,87,106,110,74,71,115,77,108,165
Pte Rojo,2119734,968208,974417,Pasca,R. Cuja,R. Cuja,2002,65,51,75,142,116,122,0,0,0,0,0,0
Pte Rojo,2119734,968208,974417,Pasca,R. Cuja,R. Cuja,2003,0,0,0,59,69,87,81,93,48,149,111,109
Pte Rojo,2119734,968208,974417,Pasca,R. Cuja,R. Cuja,2004,106,38,46,125,111,87,142,82,102,125,122,74
Pte Rojo,2119734,968208,974417,Pasca,R. Cuja,R. Cuja,2005,99,156,37,99,120,100,97,63,57,110,110,75
Pte Rojo,2119734,968208,974417,Pasca,R. Cuja,R. Cuja,2006,75,45,110,110,135,150,82,76,72,130,130,59
Pte Rojo,2119734,968208,974417,Pasca,R. Cuja,R. Cuja,2008,90,118,126,160,0,124,90,84,88,90,135,115
Pte Rojo,2119734,968208,974417,Pasca,R. Cuja,R. Cuja,2009,96,80,120,135,102,105,130,73,65,63,100,43
Pte Rojo,2119734,968208,974417,Pasca,R. Cuja,R. Cuja,2010,29,25,22,135,120,104,115,80,120,130,140,170
Pte Rojo,2119734,968208,974417,Pasca,R. Cuja,R. Cuja,2011,98,123,155,145,120,100,90,78,95,128,140,150
Pte Rojo,2119734,968208,974417,Pasca,R. Cuja,R. Cuja,2012,73,92,150,180,150,120,120,103,87,140,113,145
Pte Rojo,2119734,968208,974417,Pasca,R. Cuja,R. Cuja,2013,110,123,95,170,140,146,110,120,76,0,0,0
Pte Pinilla,2401745,1111880,1027800,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,1991,54,49,86,140,140,84,44,34,34,44,60,56
Pte Pinilla,2401745,1111880,1027800,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,1992,30,47,27,30,62,27,27,24,22,22,31,50
Pte Pinilla,2401745,1111880,1027800,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,1993,45,48,42,80,126,84,58,20,16,20,96,100
Pte Pinilla,2401745,1111880,1027800,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,1994,66,60,80,130,190,52,42,23,48,150,128,110
Pte Pinilla,2401745,1111880,1027800,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,1995,41,26,96,96,88,80,86,90,80,156,150,106
Pte Pinilla,2401745,1111880,1027800,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,1996,84,80,112,78,108,120,100,65,51,120,90,80
Pte Pinilla,2401745,1111880,1027800,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,1997,72,82,78,98,76,86,50,38,50,70,60,50
Pte Pinilla,2401745,1111880,1027800,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,1998,38,46,40,140,128,108,48,40,98,118,180,86
Pte Pinilla,2401745,1111880,1027800,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,1999,108,166,110,220,92,96,116,44,66,130,180,240
Pte Pinilla,2401745,1111880,1027800,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2000,76,54,89,76,77,80,60,61,116,120,98,78
Pte Pinilla,2401745,1111880,1027800,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2001,60,55,60,58,76,56,45,38,44,68,60,59
Pte Pinilla,2401745,1111880,1027800,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2002,45,36,76,130,126,126,56,46,60,60,110,68
Pte Pinilla,2401745,1111880,1027800,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2003,45,68,56,116,68,60,50,57,68,90,120,110
Pte Pinilla,2401745,1111880,1027800,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2004,57,46,60,100,116,70,58,39,52,96,166,68
Pte Pinilla,2401745,1111880,1027800,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2005,48,96,10,70,100,69,56,48,44,80,128,74
Pte Pinilla,2401745,1111880,1027800,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2006,54,49,70,150,202,144,55,41,50,62,140,68
Pte Pinilla,2401745,1111880,1027800,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2007,52,45,78,98,106,120,66,96,64,156,130,120
Pte Pinilla,2401745,1111880,1027800,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2008,67,67,66,98,186,118,72,140,134,120,200,190
Pte Pinilla,2401745,1111880,1027800,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2009,70,84,135,120,190,58,46,56,48,58,80,46
Pte Pinilla,2401745,1111880,1027800,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2010,33,30,32,94,142,130,236,116,106,118,180,180
Pte Pinilla,2401745,1111880,1027800,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2011,96,68,238,276,340,116,86,66,52,220,300,218
Pte Pinilla,2401745,1111880,1027800,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2012,64,70,98,160,180,54,40,38,34,32,34,25
Pte Pinilla,2401745,1111880,1027800,Chiquinquirá,R. Chiquinquirá,R. Chiquinquirá,2013,16,28,27,66,110,70,30,30,0,0,0,0
Pte Peralonso,2401738,1095250,1029940,Susa,R. Susa,R. Susa,1991,52,54,168,190,96,72,96,80,70,124,96,96
Pte Peralonso,2401738,1095250,1029940,Susa,R. Susa,R. Susa,1992,80,68,50,68,78,59,54,68,80,75,81,104
Pte Peralonso,2401738,1095250,1029940,Susa,R. Susa,R. Susa,1993,85,70,146,123,165,100,177,71,74,80,156,113
Pte Peralonso,2401738,1095250,1029940,Susa,R. Susa,R. Susa,1994,131,130,114,120,109,118,124,75,65,72,53,100
Pte Peralonso,2401738,1095250,1029940,Susa,R. Susa,R. Susa,1995,115,90,62,85,108,115,103,91,82,115,103,113
Pte Peralonso,2401738,1095250,1029940,Susa,R. Susa,R. Susa,1996,128,71,62,116,91,63,75,107,91,106,135,93
Pte Peralonso,2401738,1095250,1029940,Susa,R. Susa,R. Susa,1997,82,40,125,85,55,58,61,33,70,63,42,22
Pte Peralonso,2401738,1095250,1029940,Susa,R. Susa,R. Susa,1998,34,28,54,100,210,58,39,68,93,98,118,236
Pte Peralonso,2401738,1095250,1029940,Susa,R. Susa,R. Susa,1999,111,38,93,150,116,201,169,152,152,137,113,120
Pte Peralonso,2401738,1095250,1029940,Susa,R. Susa,R. Susa,2000,132,147,139,47,123,156,41,90,41,137,0,0
